endpoint,error,height,operand1,operand2,operation,problemType,result,rt,subject_nr,width
6.24255952381,0.24255952381,1050,8,2,-,target,6,3612,118,1680
3.90625,-0.09375,1050,3,1,+,target,4,2758,118,1680
9.26339285714,0.263392857143,1050,5,4,+,filler,9,3933,118,1680
7.37351190476,0.373511904762,1050,7,0,+,target,7,1885,118,1680
3.47470238095,-0.525297619048,1050,4,0,-,target,4,2605,118,1680
3.92113095238,-0.078869047619,1050,4,0,+,target,4,1613,118,1680
0.863095238095,-1.1369047619,1050,2,0,-,target,2,1117,118,1680
7.92410714286,-0.0758928571429,1050,4,4,+,filler,8,3252,118,1680
2.09077380952,0.0907738095238,1050,2,0,+,target,2,1404,118,1680
2.61160714286,-0.388392857143,1050,8,5,-,filler,3,4566,118,1680
1.72619047619,-0.27380952381,1050,6,4,-,filler,2,2839,118,1680
4.22619047619,0.22619047619,1050,7,3,-,filler,4,3391,118,1680
3.6681547619,-0.331845238095,1050,8,4,-,filler,4,3415,118,1680
3.96577380952,-0.0342261904762,1050,5,1,-,target,4,1717,118,1680
4.20386904762,-1.79613095238,1050,4,2,+,target,6,607,118,1680
0.94494047619,-0.0550595238095,1050,5,4,-,filler,1,2581,118,1680
5.92261904762,-0.077380952381,1050,2,4,+,filler,6,3348,118,1680
7.06101190476,0.0610119047619,1050,2,5,+,filler,7,1317,118,1680
2.25446428571,-0.745535714286,1050,7,4,-,filler,3,3373,118,1680
3.31101190476,-0.688988095238,1050,3,1,+,target,4,1190,118,1680
2.80505952381,-0.19494047619,1050,8,5,-,filler,3,2037,118,1680
6.07886904762,0.078869047619,1050,3,3,+,filler,6,1380,118,1680
3.72023809524,-0.279761904762,1050,8,4,-,filler,4,2334,118,1680
4.28571428571,0.285714285714,1050,6,2,-,target,4,3093,118,1680
2.92410714286,-0.0758928571429,1050,7,4,-,filler,3,2270,118,1680
5.94494047619,-0.0550595238095,1050,6,0,+,target,6,2623,118,1680
2.74553571429,-0.254464285714,1050,3,0,+,target,3,1558,118,1680
2.71577380952,-0.284226190476,1050,3,0,-,target,3,1661,118,1680
2.77529761905,-0.224702380952,1050,3,0,+,target,3,838,118,1680
5.96726190476,-0.0327380952381,1050,8,2,-,target,6,4326,118,1680
9.20386904762,0.203869047619,1050,5,4,+,filler,9,1822,118,1680
6.1681547619,0.168154761905,1050,6,0,-,target,6,1572,118,1680
7.21726190476,0.217261904762,1050,3,4,+,filler,7,1636,118,1680
0.877976190476,-1.12202380952,1050,6,4,-,filler,2,2101,118,1680
7.5818452381,-0.418154761905,1050,8,0,-,target,8,2133,118,1680
7.01636904762,0.016369047619,1050,2,5,+,filler,7,2238,118,1680
7.18005952381,0.18005952381,1050,7,0,-,target,7,1149,118,1680
3.88392857143,-0.116071428571,1050,4,0,-,target,4,1213,118,1680
6.21279761905,0.212797619048,1050,4,2,+,target,6,1118,118,1680
2.12053571429,0.120535714286,1050,2,0,+,target,2,1396,118,1680
3.75744047619,-0.24255952381,1050,2,2,+,target,4,1157,118,1680
7.90922619048,-0.0907738095238,1050,8,0,+,target,8,2037,118,1680
7.15773809524,0.157738095238,1050,7,0,+,target,7,1893,118,1680
4.0625,0.0625,1050,6,2,-,target,4,1837,118,1680
8.14732142857,0.147321428571,1050,4,4,+,filler,8,1589,118,1680
8.29613095238,0.296130952381,1050,8,0,+,target,8,1085,118,1680
6.30208333333,0.302083333333,1050,6,0,-,target,6,1701,118,1680
3.6755952381,-0.324404761905,1050,2,2,+,target,4,1821,118,1680
8.02827380952,0.0282738095238,1050,8,0,-,target,8,1805,118,1680
6.11607142857,0.116071428571,1050,3,3,+,filler,6,1508,118,1680
4.11458333333,0.114583333333,1050,4,0,-,target,4,1886,118,1680
4.09970238095,0.0997023809524,1050,3,1,+,target,4,2237,118,1680
0.811011904762,-0.188988095238,1050,5,4,-,filler,1,1476,118,1680
5.91517857143,-3.08482142857,1050,5,4,+,filler,9,1407,118,1680
6.04910714286,0.0491071428571,1050,6,0,+,target,6,1444,118,1680
6.18303571429,0.183035714286,1050,2,4,+,filler,6,750,118,1680
7.29166666667,-0.708333333333,1050,3,5,+,filler,8,1726,118,1680
0.78125,-0.21875,1050,6,5,-,filler,1,3556,118,1680
1.65922619048,-0.340773809524,1050,7,5,-,filler,2,3236,118,1680
5.82589285714,-0.174107142857,1050,5,1,+,target,6,1670,118,1680
6.86755952381,-0.13244047619,1050,3,4,+,filler,7,1678,118,1680
7.91666666667,-1.08333333333,1050,4,5,+,filler,9,2445,118,1680
6.19791666667,0.197916666667,1050,8,2,-,target,6,4532,118,1680
4.09970238095,0.0997023809524,1050,5,1,-,target,4,1846,118,1680
5.91517857143,-0.0848214285714,1050,7,1,-,target,6,1791,118,1680
1.65922619048,-0.340773809524,1050,2,0,-,target,2,2181,118,1680
0.691964285714,-0.308035714286,1050,6,5,-,filler,1,2294,118,1680
2.40327380952,-0.596726190476,1050,3,0,-,target,3,1519,118,1680
3.8318452381,-0.168154761905,1050,7,3,-,filler,4,1494,118,1680
6.0193452381,0.0193452380952,1050,7,1,-,target,6,4348,118,1680
7.03869047619,0.0386904761905,1050,7,0,+,target,7,1612,118,1680
3.77232142857,-0.227678571429,1050,4,0,+,target,4,1524,118,1680
9.17410714286,0.174107142857,1050,4,5,+,filler,9,1726,118,1680
1.83779761905,-0.162202380952,1050,7,5,-,filler,2,3246,118,1680
5.91517857143,-0.0848214285714,1050,5,1,+,target,6,1684,118,1680
6.80803571429,-0.191964285714,1050,7,0,-,target,7,1494,118,1680
8.11755952381,0.11755952381,1050,3,5,+,filler,8,1877,118,1680
5.93005952381,-0.0699404761905,1050,8,2,-,target,6,3332,118,1680
1.97916666667,-1.02083333333,1050,3,0,-,target,3,1629,118,1680
4.04017857143,0.0401785714286,1050,4,0,-,target,4,1295,118,1680
9.20386904762,0.203869047619,1050,4,5,+,filler,9,1717,118,1680
2.28422619048,-0.715773809524,1050,3,0,+,target,3,3436,118,1680
8.14732142857,0.147321428571,1050,8,0,-,target,8,3270,118,1680
4.11458333333,0.114583333333,1050,7,3,-,filler,4,3630,118,1680
6.00446428571,0.00446428571429,1050,8,2,-,target,6,2181,118,1680
6.07886904762,0.078869047619,1050,3,3,+,filler,6,1013,118,1680
7.06101190476,0.0610119047619,1050,7,0,+,target,7,1238,118,1680
6.31696428571,0.316964285714,1050,2,4,+,filler,6,1397,118,1680
3.80952380952,-0.190476190476,1050,3,1,+,target,4,1661,118,1680
5.94494047619,-0.0550595238095,1050,7,1,-,target,6,5374,118,1680
6.96428571429,-0.0357142857143,1050,2,5,+,filler,7,2286,118,1680
0.766369047619,-0.233630952381,1050,5,4,-,filler,1,1893,118,1680
4.3005952381,0.300595238095,1050,4,0,+,target,4,1476,118,1680
4.06994047619,0.0699404761905,1050,3,1,+,target,4,1077,118,1680
3.77232142857,-0.227678571429,1050,7,3,-,filler,4,1590,118,1680
5.94494047619,-0.0550595238095,1050,3,3,+,filler,6,1365,118,1680
3.75744047619,-0.24255952381,1050,2,2,+,target,4,1830,118,1680
2.67113095238,-0.328869047619,1050,3,0,-,target,3,3853,118,1680
7.79761904762,-0.202380952381,1050,8,0,+,target,8,4133,118,1680
7.78273809524,-0.217261904762,1050,3,5,+,filler,8,1677,118,1680
1.90476190476,-0.0952380952381,1050,2,0,+,target,2,1797,118,1680
1.76339285714,-0.236607142857,1050,2,0,-,target,2,1364,118,1680
4.04761904762,0.047619047619,1050,5,1,-,target,4,1502,118,1680
1.82291666667,-0.177083333333,1050,7,5,-,filler,2,2789,118,1680
0.885416666667,-0.114583333333,1050,6,5,-,filler,1,2316,118,1680
0.572916666667,-0.427083333333,1050,5,4,-,filler,1,3805,118,1680
1.71875,-0.28125,1050,2,0,+,target,2,1069,118,1680
4.40476190476,0.404761904762,1050,6,2,-,target,4,2621,118,1680
5.79613095238,-0.203869047619,1050,7,1,-,target,6,2070,118,1680
7.08333333333,0.0833333333333,1050,3,4,+,filler,7,3238,118,1680
8.07291666667,0.0729166666667,1050,8,0,-,target,8,1189,118,1680
7.77529761905,-0.224702380952,1050,4,4,+,filler,8,1567,118,1680
3.86160714286,-0.138392857143,1050,4,0,-,target,4,2669,118,1680
5.95238095238,-0.047619047619,1050,2,4,+,filler,6,2406,118,1680
6.97172619048,-0.0282738095238,1050,7,0,+,target,7,1445,118,1680
6.24255952381,0.24255952381,1050,6,0,-,target,6,1085,118,1680
1.43601190476,-0.563988095238,1050,6,4,-,filler,2,3725,118,1680
6.4880952381,-0.511904761905,1050,2,5,+,filler,7,2359,118,1680
2.47767857143,-0.522321428571,1050,7,4,-,filler,3,2142,118,1680
4.30803571429,0.308035714286,1050,6,2,-,target,4,2021,118,1680
9.18898809524,0.188988095238,1050,4,5,+,filler,9,1524,118,1680
5.9375,-0.0625,1050,5,1,+,target,6,1415,118,1680
9.23363095238,0.233630952381,1050,5,4,+,filler,9,2094,118,1680
2.2619047619,-0.738095238095,1050,3,0,+,target,3,3558,118,1680
6.0193452381,0.0193452380952,1050,4,2,+,target,6,1396,118,1680
1.38392857143,-0.616071428571,1050,2,0,-,target,2,2750,118,1680
7.37351190476,0.373511904762,1050,7,0,-,target,7,1599,118,1680
1.68898809524,-0.311011904762,1050,6,4,-,filler,2,2613,118,1680
4.06994047619,0.0699404761905,1050,5,1,-,target,4,5094,118,1680
5.8556547619,-0.144345238095,1050,6,0,-,target,6,1165,118,1680
0.900297619048,-0.0997023809524,1050,6,5,-,filler,1,2246,118,1680
3.90625,-0.09375,1050,8,4,-,filler,4,1917,118,1680
7.77529761905,-0.224702380952,1050,4,4,+,filler,8,2142,118,1680
7.18005952381,0.18005952381,1050,7,0,-,target,7,2094,118,1680
6.75595238095,-0.244047619048,1050,3,4,+,filler,7,1837,118,1680
2.19494047619,-0.80505952381,1050,7,4,-,filler,3,1837,118,1680
5.8630952381,-0.136904761905,1050,5,1,+,target,6,2053,118,1680
5.93005952381,-0.0699404761905,1050,4,2,+,target,6,1310,118,1680
6.3318452381,0.331845238095,1050,6,0,+,target,6,854,118,1680
4.10714285714,0.107142857143,1050,8,4,-,filler,4,3822,118,1680
6.09375,0.09375,1050,6,0,+,target,6,1014,118,1680
1.62946428571,-0.370535714286,1050,7,5,-,filler,2,2646,118,1680
4.1369047619,0.136904761905,1050,2,2,+,target,4,1205,118,1680
2.67113095238,-0.328869047619,1050,8,5,-,filler,3,2653,118,1680
7.5744047619,-0.425595238095,1050,3,5,+,filler,8,3548,118,1680
7.94642857143,-0.0535714285714,1050,8,0,+,target,8,973,118,1680
2.44791666667,-0.552083333333,1050,8,5,-,filler,3,3343,118,1680
4.09970238095,0.0997023809524,1050,4,0,+,target,4,1206,118,1680
9.38244047619,0.38244047619,1050,5,4,+,filler,9,1670,118,1680
1.51785714286,-0.482142857143,1050,2,0,+,target,2,2262,119,1680
7.79761904762,-0.202380952381,1050,4,4,+,filler,8,2197,119,1680
5.76636904762,-0.233630952381,1050,8,2,-,target,6,1701,119,1680
5.8556547619,-0.144345238095,1050,6,0,+,target,6,1350,119,1680
2.99851190476,-0.00148809523809,1050,3,0,-,target,3,4133,119,1680
6.25,0.25,1050,8,2,-,target,6,1828,119,1680
7.44047619048,-0.559523809524,1050,8,0,-,target,8,1629,119,1680
2.91666666667,-1.08333333333,1050,4,0,-,target,4,1326,119,1680
0.431547619048,-0.568452380952,1050,6,5,-,filler,1,2006,119,1680
2.2693452381,-0.730654761905,1050,3,0,+,target,3,1645,119,1680
5.9375,-0.0625,1050,2,4,+,filler,6,2621,119,1680
6.37648809524,0.376488095238,1050,6,0,-,target,6,1109,119,1680
3.75744047619,-0.24255952381,1050,6,2,-,target,4,1629,119,1680
6.1755952381,0.175595238095,1050,4,2,+,target,6,1382,119,1680
7.36607142857,0.366071428571,1050,3,4,+,filler,7,1453,119,1680
6.39136904762,0.391369047619,1050,5,1,+,target,6,1013,119,1680
1.84523809524,-0.154761904762,1050,6,4,-,filler,2,1582,119,1680
5.88541666667,-0.114583333333,1050,7,1,-,target,6,1884,119,1680
7.83482142857,-0.165178571429,1050,3,5,+,filler,8,1662,119,1680
1.74107142857,-0.258928571429,1050,7,5,-,filler,2,1542,119,1680
1.29464285714,-0.705357142857,1050,2,0,-,target,2,1973,119,1680
3.2068452381,-0.793154761905,1050,8,4,-,filler,4,1775,119,1680
3.3556547619,-0.644345238095,1050,3,1,+,target,4,1158,119,1680
8.96577380952,0.965773809524,1050,4,4,+,filler,8,1558,119,1680
4.25595238095,0.255952380952,1050,8,4,-,filler,4,998,119,1680
6.42857142857,0.428571428571,1050,3,3,+,filler,6,1349,119,1680
2.16517857143,-0.834821428571,1050,8,5,-,filler,3,1500,119,1680
4.04017857143,0.0401785714286,1050,5,1,-,target,4,1663,119,1680
3.14732142857,-0.852678571429,1050,3,1,+,target,4,1870,119,1680
3.3630952381,-0.636904761905,1050,6,2,-,target,4,1030,119,1680
1.21279761905,-0.787202380952,1050,2,0,-,target,2,1308,119,1680
7.00892857143,0.00892857142857,1050,3,4,+,filler,7,1909,119,1680
7.00148809524,0.00148809523809,1050,2,5,+,filler,7,1182,119,1680
1.62202380952,-0.377976190476,1050,7,5,-,filler,2,2205,119,1680
3.53422619048,-0.465773809524,1050,2,2,+,target,4,1301,119,1680
0.94494047619,-0.0550595238095,1050,6,5,-,filler,1,1236,119,1680
6.45089285714,0.450892857143,1050,3,3,+,filler,6,1470,119,1680
0.364583333333,-0.635416666667,1050,5,4,-,filler,1,1549,119,1680
8.70535714286,-0.294642857143,1050,4,5,+,filler,9,2133,119,1680
1.49553571429,-1.50446428571,1050,3,0,-,target,3,1341,119,1680
3.92857142857,-0.0714285714286,1050,7,3,-,filler,4,1045,119,1680
6.20535714286,0.205357142857,1050,2,4,+,filler,6,1397,119,1680
3.22916666667,-0.770833333333,1050,4,0,+,target,4,1572,119,1680
2.36607142857,-0.633928571429,1050,7,4,-,filler,3,1301,119,1680
5.87797619048,-1.12202380952,1050,7,0,-,target,7,1358,119,1680
3.56398809524,-0.436011904762,1050,4,0,+,target,4,2692,119,1680
5.58035714286,-0.419642857143,1050,7,1,-,target,6,2365,119,1680
0.915178571429,-1.08482142857,1050,6,4,-,filler,2,1765,119,1680
1.61458333333,-1.38541666667,1050,8,5,-,filler,3,1933,119,1680
6.26488095238,0.264880952381,1050,6,0,+,target,6,1422,119,1680
3.47470238095,-0.525297619048,1050,7,3,-,filler,4,3318,119,1680
6.57738095238,-0.422619047619,1050,2,5,+,filler,7,1812,119,1680
7.01636904762,0.016369047619,1050,7,0,-,target,7,1214,119,1680
5.96726190476,-0.0327380952381,1050,6,0,-,target,6,1583,119,1680
7.04613095238,0.046130952381,1050,7,0,+,target,7,1957,119,1680
0.491071428571,-0.508928571429,1050,5,4,-,filler,1,2614,119,1680
8.50446428571,0.504464285714,1050,8,0,+,target,8,1748,119,1680
5.75148809524,-0.248511904762,1050,4,2,+,target,6,1245,119,1680
8.43005952381,0.43005952381,1050,8,0,-,target,8,4252,119,1680
9.24851190476,0.248511904762,1050,4,5,+,filler,9,1590,119,1680
9.34523809524,0.345238095238,1050,5,4,+,filler,9,1165,119,1680
8.94345238095,0.943452380952,1050,8,0,+,target,8,510,119,1680
3.78720238095,-0.212797619048,1050,2,2,+,target,4,1716,119,1680
5.8556547619,-0.144345238095,1050,5,1,+,target,6,1845,119,1680
0.900297619048,-1.09970238095,1050,2,0,+,target,2,1359,119,1680
2.29910714286,-0.700892857143,1050,3,0,+,target,3,1069,119,1680
3.13244047619,-0.86755952381,1050,5,1,-,target,4,1134,119,1680
9.33035714286,0.330357142857,1050,5,4,+,filler,9,1422,119,1680
7.97619047619,-0.0238095238095,1050,3,5,+,filler,8,2125,119,1680
2.32142857143,-0.678571428571,1050,7,4,-,filler,3,1526,119,1680
3.25892857143,-0.741071428571,1050,4,0,-,target,4,1461,119,1680
7.21726190476,0.217261904762,1050,7,0,+,target,7,1350,119,1680
7.79017857143,0.790178571429,1050,7,0,+,target,7,957,119,1680
5.73660714286,-0.263392857143,1050,6,0,-,target,6,1830,119,1680
3.60863095238,-0.391369047619,1050,7,3,-,filler,4,1444,119,1680
0.840773809524,-0.159226190476,1050,6,5,-,filler,1,1500,119,1680
2.65625,-1.34375,1050,4,0,-,target,4,934,119,1680
1.39136904762,-0.608630952381,1050,6,4,-,filler,2,1709,119,1680
6.42857142857,-0.571428571429,1050,7,0,-,target,7,2156,119,1680
3.88392857143,-0.116071428571,1050,6,2,-,target,4,1237,119,1680
3.46726190476,-0.532738095238,1050,2,2,+,target,4,1055,119,1680
5.98958333333,-0.0104166666667,1050,3,3,+,filler,6,1181,119,1680
7.08333333333,0.0833333333333,1050,2,5,+,filler,7,1118,119,1680
0.453869047619,-0.546130952381,1050,6,5,-,filler,1,1359,119,1680
2.30654761905,-0.693452380952,1050,8,5,-,filler,3,1943,119,1680
8.0505952381,0.0505952380952,1050,4,4,+,filler,8,1644,119,1680
6.77827380952,-0.221726190476,1050,7,0,+,target,7,1101,119,1680
3.54910714286,-0.450892857143,1050,2,2,+,target,4,1261,119,1680
3.11011904762,-0.889880952381,1050,4,0,-,target,4,1166,119,1680
3.5119047619,-0.488095238095,1050,4,0,+,target,4,703,119,1680
6.0193452381,0.0193452380952,1050,7,1,-,target,6,1318,119,1680
3.84672619048,-0.153273809524,1050,3,1,+,target,4,2333,119,1680
1.89732142857,-0.102678571429,1050,2,0,-,target,2,1598,119,1680
7.05357142857,0.0535714285714,1050,3,4,+,filler,7,2413,119,1680
6.21279761905,0.212797619048,1050,6,0,+,target,6,1381,119,1680
3.69791666667,-0.302083333333,1050,5,1,-,target,4,1206,119,1680
1.21279761905,-0.787202380952,1050,7,5,-,filler,2,1709,119,1680
8.44494047619,0.44494047619,1050,3,5,+,filler,8,2175,119,1680
1.40625,-0.59375,1050,7,5,-,filler,2,1436,119,1680
2.03125,-0.96875,1050,7,4,-,filler,3,1661,119,1680
6.00446428571,0.00446428571429,1050,4,2,+,target,6,1422,119,1680
7.97619047619,-0.0238095238095,1050,8,0,-,target,8,2094,119,1680
1.38392857143,-0.616071428571,1050,2,0,+,target,2,1324,119,1680
4.15178571429,-1.84821428571,1050,6,0,-,target,6,1166,119,1680
6.27976190476,0.279761904762,1050,2,4,+,filler,6,1253,119,1680
2.82738095238,-1.17261904762,1050,4,0,+,target,4,1326,119,1680
9.3005952381,0.300595238095,1050,4,5,+,filler,9,1277,119,1680
5.92261904762,-0.077380952381,1050,6,0,+,target,6,3093,119,1680
7.32886904762,-0.671130952381,1050,3,5,+,filler,8,1422,119,1680
6.45833333333,0.458333333333,1050,7,1,-,target,6,1197,119,1680
0.997023809524,-0.00297619047619,1050,5,4,-,filler,1,1357,119,1680
1.28720238095,-0.712797619048,1050,6,4,-,filler,2,1343,119,1680
0.535714285714,-0.464285714286,1050,5,4,-,filler,1,1247,119,1680
8.4375,0.4375,1050,8,0,+,target,8,1567,119,1680
7.75297619048,0.752976190476,1050,3,4,+,filler,7,1982,119,1680
8.1994047619,0.199404761905,1050,8,0,-,target,8,1717,119,1680
3.72767857143,-0.272321428571,1050,5,1,-,target,4,1149,119,1680
5.84077380952,-0.159226190476,1050,8,2,-,target,6,1708,119,1680
1.39136904762,-0.608630952381,1050,2,0,+,target,2,1268,119,1680
2.97619047619,-1.02380952381,1050,6,2,-,target,4,1205,119,1680
1.05654761905,-0.943452380952,1050,2,0,-,target,2,2127,119,1680
6.13095238095,0.130952380952,1050,4,2,+,target,6,1631,119,1680
2.32886904762,-0.671130952381,1050,3,0,+,target,3,2852,119,1680
8.64583333333,0.645833333333,1050,4,4,+,filler,8,1581,119,1680
1.97172619048,-1.02827380952,1050,8,5,-,filler,3,1508,119,1680
7.8125,-0.1875,1050,8,0,+,target,8,2175,119,1680
2.22470238095,-0.775297619048,1050,3,0,-,target,3,1548,119,1680
9.23363095238,0.233630952381,1050,4,5,+,filler,9,1318,119,1680
2.12053571429,-0.879464285714,1050,3,0,+,target,3,1454,119,1680
8.63095238095,-0.369047619048,1050,5,4,+,filler,9,1117,119,1680
6.03422619048,0.0342261904762,1050,5,1,+,target,6,1455,119,1680
6.59970238095,0.599702380952,1050,3,3,+,filler,6,822,119,1680
7.01636904762,0.016369047619,1050,2,5,+,filler,7,1765,119,1680
3.71279761905,-0.287202380952,1050,3,1,+,target,4,990,119,1680
5.76636904762,-0.233630952381,1050,5,1,+,target,6,966,119,1680
2.2693452381,-0.730654761905,1050,7,4,-,filler,3,2086,119,1680
3.02827380952,-0.971726190476,1050,7,3,-,filler,4,2509,119,1680
2.1056547619,-0.894345238095,1050,3,0,-,target,3,1574,119,1680
9.47172619048,0.471726190476,1050,5,4,+,filler,9,1398,119,1680
4.01785714286,0.0178571428571,1050,8,4,-,filler,4,1621,119,1680
6.00446428571,0.00446428571429,1050,2,4,+,filler,6,1190,119,1680
5.52083333333,-0.479166666667,1050,8,2,-,target,6,1277,119,1680
6.74107142857,-0.258928571429,1050,7,0,-,target,7,1494,119,1680
4.4494047619,0.449404761905,1050,8,4,-,filler,4,1477,119,1680
6.10863095238,-0.891369047619,1050,3,4,+,filler,7,1309,119,1680
5.3125,-0.6875,1050,6,0,+,target,6,885,119,1680
7.46279761905,-0.537202380952,1050,8,0,+,target,8,950,119,1680
8.57886904762,0.578869047619,1050,4,4,+,filler,8,1021,119,1680
3.77232142857,-0.227678571429,1050,8,4,-,filler,4,1157,119,1680
1.08630952381,0.0863095238095,1050,6,5,-,filler,1,1284,119,1680
5.80357142857,-0.196428571429,1050,4,2,+,target,6,1580,119,1680
3.58630952381,-0.41369047619,1050,7,3,-,filler,4,2517,119,1680
6.24255952381,-0.75744047619,1050,7,0,-,target,7,1548,119,1680
3.43005952381,-0.56994047619,1050,4,0,-,target,4,1085,119,1680
1.83779761905,-1.16220238095,1050,7,4,-,filler,3,1612,119,1680
6.10863095238,0.108630952381,1050,2,4,+,filler,6,1693,119,1680
5.63988095238,-0.360119047619,1050,6,0,-,target,6,1165,119,1680
2.12797619048,-0.872023809524,1050,7,4,-,filler,3,1476,119,1680
0.424107142857,-0.575892857143,1050,5,4,-,filler,1,1613,119,1680
3.88392857143,-0.116071428571,1050,4,0,-,target,4,2190,119,1680
7.1875,0.1875,1050,7,0,-,target,7,1182,119,1680
0.78125,-0.21875,1050,6,5,-,filler,1,1429,119,1680
2.31398809524,-0.686011904762,1050,3,0,-,target,3,1037,119,1680
2.99851190476,-1.00148809524,1050,5,1,-,target,4,2438,119,1680
6.55505952381,0.55505952381,1050,2,4,+,filler,6,1013,119,1680
1.09375,-0.90625,1050,6,4,-,filler,2,1206,119,1680
1.81547619048,-1.18452380952,1050,8,5,-,filler,3,1238,119,1680
8.96577380952,0.965773809524,1050,3,5,+,filler,8,2190,119,1680
6.39880952381,0.39880952381,1050,3,3,+,filler,6,1093,119,1680
7.55952380952,0.559523809524,1050,7,0,+,target,7,1142,119,1680
1.04166666667,-0.958333333333,1050,7,5,-,filler,2,1270,119,1680
8.70535714286,0.705357142857,1050,8,0,-,target,8,1654,119,1680
6.21279761905,0.212797619048,1050,4,2,+,target,6,1086,119,1680
3.86904761905,-0.130952380952,1050,4,0,+,target,4,2285,119,1680
3.40029761905,-0.599702380952,1050,3,1,+,target,4,2719,119,1680
2.24702380952,-1.75297619048,1050,5,1,-,target,4,1420,119,1680
8.11011904762,0.110119047619,1050,8,0,+,target,8,989,119,1680
9.57589285714,0.575892857143,1050,4,5,+,filler,9,1198,119,1680
2.44791666667,-1.55208333333,1050,2,2,+,target,4,1439,119,1680
5.9375,-0.0625,1050,8,2,-,target,6,1348,119,1680
3.30357142857,-0.696428571429,1050,3,1,+,target,4,2237,119,1680
6.09375,0.09375,1050,6,0,-,target,6,1580,119,1680
7.67113095238,0.671130952381,1050,3,4,+,filler,7,1406,119,1680
9.50892857143,0.508928571429,1050,4,5,+,filler,9,1118,119,1680
6.84523809524,-0.154761904762,1050,2,5,+,filler,7,1286,119,1680
8.13988095238,0.139880952381,1050,4,4,+,filler,8,1174,119,1680
4.07738095238,0.077380952381,1050,7,3,-,filler,4,1166,119,1680
2.64136904762,-3.35863095238,1050,7,1,-,target,6,2807,119,1680
3.74255952381,-0.25744047619,1050,4,0,+,target,4,1181,119,1680
0.796130952381,-1.20386904762,1050,7,5,-,filler,2,1398,119,1680
2.15773809524,-0.842261904762,1050,3,0,+,target,3,1902,119,1680
9.59077380952,0.590773809524,1050,5,4,+,filler,9,1270,119,1680
5.72916666667,-0.270833333333,1050,6,0,+,target,6,1308,119,1680
5.28273809524,2.28273809524,1050,3,0,+,target,3,1708,119,1680
0.550595238095,-0.449404761905,1050,5,4,-,filler,1,2061,119,1680
1.59970238095,-0.400297619048,1050,2,0,+,target,2,1005,119,1680
6.34672619048,-0.653273809524,1050,2,5,+,filler,7,956,119,1680
2.06101190476,-0.938988095238,1050,8,5,-,filler,3,1157,119,1680
3.86160714286,-0.138392857143,1050,2,2,+,target,4,949,119,1680
1.74107142857,-1.25892857143,1050,3,0,-,target,3,1133,119,1680
4.0625,0.0625,1050,6,2,-,target,4,1094,119,1680
1.53273809524,-0.467261904762,1050,2,0,-,target,2,1190,119,1680
5.8630952381,-0.136904761905,1050,5,1,+,target,6,1101,119,1680
6.61458333333,-0.385416666667,1050,7,0,+,target,7,1157,119,1680
7.8125,-0.1875,1050,8,0,-,target,8,805,119,1680
8.28869047619,0.28869047619,1050,3,5,+,filler,8,1693,119,1680
9.57589285714,0.575892857143,1050,5,4,+,filler,9,1549,119,1680
1.50297619048,-0.497023809524,1050,2,0,-,target,2,1141,119,1680
5.96726190476,-0.0327380952381,1050,5,1,+,target,6,1182,119,1680
5.9375,-0.0625,1050,3,3,+,filler,6,1326,119,1680
1.3318452381,-0.668154761905,1050,2,0,+,target,2,1084,119,1680
5.63988095238,-0.360119047619,1050,7,1,-,target,6,1519,119,1680
3.38541666667,-0.614583333333,1050,8,4,-,filler,4,1110,119,1680
1.59970238095,-0.400297619048,1050,6,4,-,filler,2,1183,119,1680
6.21279761905,0.212797619048,1050,8,2,-,target,6,1837,119,1680
3.75744047619,-0.24255952381,1050,6,2,-,target,4,1566,119,1680
5.78869047619,-0.21130952381,1050,7,1,-,target,6,1813,119,1680
2.79017857143,-1.20982142857,1050,2,2,+,target,4,1683,119,1680
6.81547619048,-0.184523809524,1050,7,0,+,target,7,1917,119,1680
6.84523809524,-0.154761904762,1050,7,0,+,target,7,830,119,1680
3.38541666667,-0.614583333333,1050,7,3,-,filler,4,1294,119,1680
0.47619047619,-0.52380952381,1050,6,5,-,filler,1,1294,119,1680
3.62351190476,-0.376488095238,1050,5,1,-,target,4,1180,119,1680
3.64583333333,-0.354166666667,1050,5,1,-,target,4,788,119,1680
5.48363095238,-0.516369047619,1050,8,2,-,target,6,893,119,1680
5.95238095238,-0.047619047619,1050,4,2,+,target,6,1278,119,1680
2.27678571429,0.276785714286,1050,6,4,-,filler,2,1221,119,1680
-0.0669642857143,-1.06696428571,1050,6,5,-,filler,1,1181,119,1680
6.15327380952,0.153273809524,1050,5,1,+,target,6,2013,119,1680
6.85267857143,-0.147321428571,1050,3,4,+,filler,7,1117,119,1680
8.4375,0.4375,1050,4,4,+,filler,8,981,119,1680
1.72619047619,-0.27380952381,1050,2,0,+,target,2,1029,119,1680
6.00446428571,-0.995535714286,1050,7,0,-,target,7,1085,119,1680
2.18005952381,-0.81994047619,1050,8,5,-,filler,3,1245,119,1680
1.68154761905,-1.31845238095,1050,3,0,-,target,3,1518,119,1680
6.10863095238,-0.891369047619,1050,7,0,-,target,7,1317,119,1680
2.04613095238,0.046130952381,1050,2,0,-,target,2,934,119,1680
2.8869047619,-1.1130952381,1050,7,3,-,filler,4,1165,119,1680
3.16220238095,-0.837797619048,1050,6,2,-,target,4,1118,119,1680
